product_name,brand,category,ingredients,size,image_url,product_url
"Pyunkang Yul – Kids & Baby Wash, Sweet Orange, 590ml",Pyunkang,Skincare,"Sweet Orange Extract – provides a fresh, uplifting natural fragrance while offering mild antioxidant benefits. Centella Asiatica (Cica) – calms irritation, reduces redness, and supports a healthy skin barrier. Hyaluronic Acid – hydrates deeply to keep delicate skin soft and moisturized. Panthenol (Vitamin B5) – soothes, protects, and enhances moisture retention. Mild Plant-Based Cleansing Agents – gently remove impurities without stripping natural moisture.",590ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-kids-baby-wash-sweet-orange-590ml/
"Pyunkang Yul – Intensive Ceramide Lotion, 290ml",Pyunkang,Skincare,"Ceramides – reinforce the skin barrier, prevent moisture loss, and improve overall resilience. Hyaluronic Acid – provides deep hydration and helps maintain a plump, moisturized feel. Panthenol (Vitamin B5) – soothes irritation, hydrates, and supports skin repair. Shea Butter – nourishes and softens the skin while enhancing moisture retention. Lightweight Nourishing Lotion Base – absorbs quickly without greasiness, suitable for daily full-body use.",290ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-intensive-ceramide-lotion-290ml/
"KUNDAL – Honey & Macadamia Pure Body Wash, English Rose, 500ml",KUNDAL,Skincare,"Honey Extract – provides deep hydration, soothes dryness, and enhances skin smoothness. Macadamia Seed Oil – rich in fatty acids that nourish, protect, and support the skin barrier. Botanical Extracts – offer calming and antioxidant benefits for healthier-looking skin. Hydrating Ingredients (Glycerin & Natural Humectants) – help retain moisture and prevent post-wash tightness. Gentle Cleansing Surfactants – create a soft, creamy lather that cleans without stripping the skin.",500ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-wash-english-rose-500ml/
"Pyunkang Yul – Skin Barrier Professional Hand Cream, 50ml",Pyunkang,Skincare,"Ceramides – strengthen the skin barrier, lock in moisture, and protect against external irritants. Shea Butter – deeply nourishes and softens dry, rough hands. Panthenol (Vitamin B5) – soothes irritation, enhances hydration, and promotes healthy skin recovery. Centella Asiatica (Cica) – calms sensitivity and supports a healthier skin barrier. Rich, Non-Greasy Cream Base – absorbs quickly while providing lasting comfort and protection.",50ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-skin-barrier-professional-hand-cream-50ml/
"Pyunkang Yul – Kids & Baby Face Lotion Sweet Orange, 200ml",Pyunkang,Skincare,"Sweet Orange Extract – offers a fresh, cheerful natural fragrance with mild antioxidant benefits. Centella Asiatica (Cica) – calms irritation, reduces redness, and supports a strong, healthy skin barrier. Hyaluronic Acid – replenishes moisture and keeps the skin soft, plump, and well-hydrated. Panthenol (Vitamin B5) – soothes and protects sensitive skin while supporting moisture retention. Shea Butter – nourishes deeply and helps prevent dryness. Lightweight Face Lotion Base – absorbs quickly without greasiness, ideal for daily facial use on delicate skin.",200ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-kids-baby-face-lotion-sweet-orange-200ml/
"Farmstay – Visible Difference Hand Cream Olive, 100ml",Farmstay,Skincare,"Olive Extract – rich in antioxidants and fatty acids that deeply nourish, soften, and protect the skin. Shea Butter & Natural Emollients – lock in moisture and help restore smoothness. Hydrating Ingredients (Glycerin, Panthenol) – boost hydration and prevent dryness throughout the day. Light Cream Texture – absorbs quickly without sticky residue.",100ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/farm-stay-visible-difference-hand-cream-olive-100ml/
"KUNDAL – Honey & Macadamia Pure Body Wash, Baby Powder, 500ml",KUNDAL,Skincare,"Honey Extract – moisturizes deeply, soothes dryness, and enhances skin softness. Macadamia Seed Oil – rich in fatty acids that nourish, protect, and support the skin barrier. Botanical Extracts – add soothing, antioxidant benefits for healthier-looking skin. Hydrating Ingredients (Glycerin & Humectants) – help retain moisture to prevent dryness after showering. Mild Cleansing Surfactants – produce a soft, creamy foam that cleanses without irritation.",500ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-wash-baby-powder-500ml/
"KUNDAL – Honey & Macadamia Pure Body Wash, Cherry Blossom, 500ml",KUNDAL,Skincare,"Honey Extract – deeply moisturizes, soothes dryness, and enhances skin softness. Macadamia Seed Oil – rich in essential fatty acids that nourish the skin and support the moisture barrier. Botanical Extracts – offer soothing and antioxidant benefits for healthier-looking skin. Moisture-Retaining Ingredients (Glycerin & Humectants) – help maintain hydration and prevent post-wash tightness. Gentle Cleansing Surfactants – create a creamy, soft foam that cleans effectively without stripping natural oils.",500ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-wash-cherry-blossom-500ml/
"KUNDAL – Honey & Macadamia Pure Body Wash, Pink Grapefruit, 500ml",KUNDAL,Skincare,"Honey Extract – deeply hydrates, soothes, and improves skin softness. Macadamia Seed Oil – rich in essential fatty acids that nourish the skin and support the moisture barrier. Botanical Extracts – provide soothing, antioxidant benefits for healthier-looking skin. Hydrating Agents (Glycerin & Humectants) – help lock in moisture and prevent post-wash dryness. Gentle Cleansing Surfactants – create a creamy, rich lather that cleans effectively without stripping natural oils.",500ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-wash-pink-grapefruit-500ml/
"KUNDAL – Honey & Macadamia Pure Body Wash, White Musk, 500ml",KUNDAL,Skincare,"Honey Extract – provides deep moisture, soothes dryness, and improves skin softness. Macadamia Seed Oil – nourishes, protects, and supports a healthy skin barrier with essential fatty acids. Botanical Extracts – offer calming and antioxidant care for healthier-looking skin. Hydrating Agents (Glycerin & Humectants) – lock in moisture and help prevent tightness after bathing. Gentle Cleansing Surfactants – create a soft, creamy lather that cleans effectively without stripping the skin.",500ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-wash-white-musk-500ml/
"KUNDAL – Honey & Macadamia Pure Body Lotion, Citrus & Basil, 500ml",KUNDAL,Skincare,"Honey Extract – provides deep hydration, soothes dryness, and improves skin softness. Macadamia Seed Oil – rich in essential fatty acids that nourish the skin and strengthen the moisture barrier. Botanical Extracts – deliver calming and antioxidant benefits for healthier-looking skin. Moisturizing Agents (Glycerin & Humectants) – help lock in moisture for long-lasting smoothness and comfort. Lightweight Cream Texture – absorbs quickly without greasiness, leaving the skin silky and refreshed.",500ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-lotion-citrus-basil-500ml/
"KUNDAL – Honey & Macadamia Pure Body Lotion, English Rose, 500ml",KUNDAL,Skincare,"Honey Extract – delivers rich hydration, soothes dryness, and enhances skin softness. Macadamia Seed Oil – nourishes with essential fatty acids, supports the skin barrier, and improves elasticity. Botanical Extracts – provide calming and antioxidant benefits for healthier-looking skin. Moisturizing Agents (Glycerin & Humectants) – lock in moisture to maintain long-lasting smoothness. Light Cream Texture – absorbs effortlessly without greasiness, leaving the skin velvety and comfortable.",500ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-lotion-english-rose-500ml/
"APLB – Glutathione Niacinamide Body Wash, 300ml",APLB,Skincare,"Glutathione – a potent antioxidant that brightens the skin, reduces pigmentation, and helps maintain an even, radiant tone. Niacinamide (Vitamin B3) – refines texture, evens out discoloration, and strengthens the skin barrier. Panthenol (Vitamin B5) – deeply hydrates and soothes the skin, promoting long-lasting comfort. Hyaluronic Acid – provides multi-layer hydration for smooth, plump, and supple skin. Allantoin – calms irritation and helps soften rough or dry areas. Adenosine – supports elasticity and firmness while smoothing fine lines and improving texture.",300ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/aplb-glutathione-niacinamide-body-wash-300ml/
"Salt & Stone – Aluminum Free Deodorant Bergamot & Hinoki, 75g",Salt,Skincare,"Probiotics (Lactobacillus Ferment) – help balance the skin’s microbiome and neutralise odour, Hyaluronic Acid – hydrates and softens the delicate underarm area, Seaweed & Spirulina Extracts – soothe and offer antioxidant support, Magnesium Hydroxide & Tapioca Starch – absorb moisture and promote lasting dryness, Natural fragrance blend (Bergamot & Hinoki) – provides a clean, uplifting scent.",75g,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/salt-stone-aluminum-free-deodorant-bergamot-hinoki-75g/
"Salt & Stone – Body Wash Neroli & Basil, 450ml",Salt,Skincare,"Neroli & Basil Fragrance Blend – delivers a fresh, uplifting scent with citrusy floral notes and a green herbal finish. Plant-Based Cleansing Agents – cleanse effectively while remaining gentle on the skin’s moisture barrier. Glycerin – helps attract and retain moisture for softer, more hydrated skin. Aloe Vera – soothes irritation and supports skin comfort during cleansing. Botanical Extracts – nourish and provide antioxidant benefits for healthier-looking skin. Skin-Friendly pH Formula – helps maintain a balanced, non-drying cleanse.",450ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/salt-stone-body-wash-neroli-basil-450ml/
"Salt & Stone – Body Lotion Bergamot & Hinoki, 100ml",Salt,Skincare,"Bergamot & Hinoki Fragrance Blend – combines bright citrus bergamot with warm, woody hinoki notes for a clean, calming scent. Glycerin – helps attract and retain moisture for long-lasting hydration. Shea Butter – nourishes and softens dry skin while improving smoothness. Botanical Oils – support the skin barrier and leave the skin supple and healthy-looking. Aloe Vera – soothes irritation and improves skin comfort. Antioxidant Botanical Extracts – protect the skin and enhance overall vitality.",100ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/salt-stone-body-lotion-bergamot-hinoki-100ml/
"Salt & Stone – Body Lotion Neroli & Basil, 100ml",Salt,Skincare,"Neroli & Basil Fragrance Blend – a refreshing scent with bright citrus-floral neroli and aromatic green basil notes. Glycerin – draws moisture into the skin and helps maintain long-lasting hydration. Shea Butter – nourishes deeply and softens dry, rough areas. Botanical Oils – provide barrier-supporting nourishment and improve skin smoothness. Aloe Vera – soothes irritation and helps calm sensitive or dry skin. Antioxidant Botanical Extracts – protect and improve overall skin vitality.",100ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/salt-stone-body-lotion-neroli-basil-100ml/
"Pyunkang Yul – Low pH Mild Body Wash, 500ml",Pyunkang,Skincare,"Low pH Formula – maintains the skin’s natural balance, helping to protect and support a healthy moisture barrier. Centella Asiatica Extract (Cica) – calms irritation, reduces redness, and provides soothing comfort. Hyaluronic Acid – delivers deep hydration, preventing dryness and keeping the skin soft and supple. Panthenol (Vitamin B5) – moisturizes, soothes, and supports skin repair. Mild Plant-Derived Cleansing Agents – cleanse gently without stripping essential moisture.",500ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-low-ph-mild-body-wash-500ml/
"Pyunkang Yul – Kids & Baby Wash(sweet herb), 590ml",Pyunkang,Skincare,"Sweet Herb Complex – a blend of mild herbal ingredients that soothe the skin and offer a soft, comforting natural scent. Centella Asiatica (Cica) – calms irritation, reduces redness, and supports a healthy skin barrier. Hyaluronic Acid – provides deep hydration, helping keep delicate skin soft and moisturized. Panthenol (Vitamin B5) – soothes and protects the skin while supporting moisture retention. Mild Plant-Derived Cleansing Agents – gently remove impurities without stripping the skin’s natural oils.",590ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-kids-baby-washsweet-herb-590ml/
"Masil – 7 Ceramide Perfume Shower Gel Sweet Love, 300ml",Masil,Skincare,"7-Ceramide Complex – reinforces the skin barrier, improves moisture retention, and protects against dryness. Hydrating Ingredients (Hyaluronic Acid, Glycerin) – deliver long-lasting moisture for smooth, supple skin. Botanical Extracts – soothe, nourish, and help maintain overall skin comfort. Mild Cleansing Surfactants – create a rich, creamy lather that cleanses effectively without stripping natural oils. Sweet Love Perfume – a warm, sweet floral fragrance that lingers gently on the skin.",300ml,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/masil-7-ceramide-perfume-shower-gel-300ml-sweet-love-300ml/
